"address","caller","timeStamp","blockNumber","gasUsed","gasPrice","gas","alias","itxs","input","method","properties","features"
"0x96e83c4fb0d2a50347319b930798fb49c4583fe4","0xb14464e26bf7e2b5468ead7afb595900515a3d02",1596369914,6947621,31688,1000000000,47532,,"[]","0x333d6a430000000000000000000000000000000000000000000000000000000000000001",,,
